text	entity_category	image_id	person	location	organization	miscellaneous
‘ Roadies ’ Trailer : Light a Fire in Your Loins with Cameron Crowe ’ s New Showtime Series	[('Roadies', 'miscellaneous'), ('Cameron Crowe', 'person')]	O_3258.jpg	['Cameron Crowe']	[]	[]	['Roadies']
demi lovato ignored me at her concert because i stalked her	[('demi lovato', 'person')]	16_05_08_631.jpg	['demi lovato']	[]	[]	[]
10 best undrafted college football players who made it in the NFL	[('NFL', 'organization')]	17_06_13456.jpg	[]	[]	['NFL']	[]
i wanna let go of my stress the same way chris brown let go of this hoe	[('chris brown', 'person')]	O_985.jpg	['chris brown']	[]	[]	[]
These guys are camera - ready ! @ SHUBaseball is loose and gearing up for their 3 : 30 pitch with St . John ' s . # BIGEASTbase	[('SHUBaseball', 'organization'), ('St . John', 'organization')]	16_05_27_574.jpg	[]	[]	['SHUBaseball', 'St . John']	[]
If Trump held a concert , who might perform ?	[('Trump', 'person')]	16_05_15_332.jpg	['Trump']	[]	[]	[]
@ mikeryan No , I have not been to their concert .	[('mikeryan', 'person')]	17_06_8641.jpg	['mikeryan']	[]	[]	[]
Pick 6 : College football fanbases most cool with their coach & gt ; & gt ;	[]	17_06_6466.jpg	[]	[]	[]	[]
Had a great time at Young Thug ' s concert tonight ! He ' s an excellent performer , played all of his best songs !	[('Young Thug', 'person')]	16_05_15_974.jpg	['Young Thug']	[]	[]	[]
Sean Penn ' s ' The Last Face ' is getting amazingly disastrous reviews at Cannes :	[('Sean Penn', 'person'), ('The Last Face', 'miscellaneous'), ('Cannes', 'miscellaneous')]	O_4875.jpg	['Sean Penn']	[]	[]	['The Last Face', 'Cannes']
When a nigga take you to his basketball game and he ' s shitty af	[]	16_05_25_151.jpg	[]	[]	[]	[]
Canadian Prime Minister Justin Trudeau Again Apologizes for Elbowing Incident -	[('Canadian', 'miscellaneous'), ('Justin Trudeau', 'person')]	O_4718.jpg	['Justin Trudeau']	[]	[]	['Canadian']
Donald Trump business empire revenue jump by $ 190 m since he entered Presidential race	[('Donald Trump', 'person')]	O_544.jpg	['Donald Trump']	[]	[]	[]
Relay for Life is happening THIS Saturday at the JoCo football field . Join us from 4 pm - 10 pm	[('JoCo football field', 'location')]	16_05_11_620.jpg	[]	['JoCo football field']	[]	[]
After we endure a 6 - 7 win football season , basketball shall be back . # bbn	[]	16_05_22_180.jpg	[]	[]	[]	[]
Ahem , we all know who my vote goes to . . . @ russwest44 # MVP # NBAAwards	[('russwest44', 'person'), ('NBAAwards', 'miscellaneous')]	17_06_2792.jpg	['russwest44']	[]	[]	['NBAAwards']
Taylor Swift ' s two biggest enemies in one pic	[('Taylor Swift', 'person')]	O_1900.jpg	['Taylor Swift']	[]	[]	[]
Nick Jonas feared pal Demi Lovato would suffer drug death	[('Nick Jonas', 'person'), ('Demi Lovato', 'person')]	O_3437.jpg	['Nick Jonas', 'Demi Lovato']	[]	[]	[]
Enjoy your last quarter of Kevin Durant , Oklahoma City .	[('Kevin Durant', 'person'), ('Oklahoma City', 'organization')]	O_1163.jpg	['Kevin Durant']	[]	['Oklahoma City']	[]
[ PIC ] Kim Heechul with Jieqiong from his Weibo account	[('Kim Heechul', 'person'), ('Jieqiong', 'person'), ('Weibo', 'organization')]	O_1092.jpg	['Kim Heechul', 'Jieqiong']	[]	['Weibo']	[]
Over 200 politicians just sued Donald Trump for corruption .	[('Donald Trump', 'person')]	O_2261.jpg	['Donald Trump']	[]	[]	[]
X - MEN : APOCALYPSE ' s Jennifer Lawrence Reveals Why Fox Should Be Terrified	[('X - MEN : APOCALYPSE', 'miscellaneous'), ('Jennifer Lawrence', 'person'), ('Fox', 'organization')]	O_3224.jpg	['Jennifer Lawrence']	[]	['Fox']	['X - MEN : APOCALYPSE']
@ BradPaisley thank you for the amazing concert at the Honda center !	[('BradPaisley', 'person'), ('Honda center', 'location')]	17_06_2378.jpg	['BradPaisley']	['Honda center']	[]	[]
One of the ANDAMaward 2016 finalists is streetwear - inflected brand Koché	[('ANDAMaward', 'miscellaneous'), ('Koché', 'organization')]	16_05_24_408.jpg	[]	[]	['Koché']	['ANDAMaward']
Behind the scenes at the Cannes film festival - big jewellery trends	[('Cannes film festival', 'miscellaneous')]	17_06_8082.jpg	[]	[]	[]	['Cannes film festival']
My column on what Donald Trump doesn ' t understand about women :	[('Donald Trump', 'person')]	O_549.jpg	['Donald Trump']	[]	[]	[]
He didn ' t receive a single 1 st place MVP vote , but here are LeBron ' s playoff numbers . Playing with a vengeance ? # NBA	[('LeBron', 'person'), ('NBA', 'organization')]	16_05_17_616.jpg	['LeBron']	[]	['NBA']	[]
Thank you @ FestivalMarvin for an amazing time ! ! ! !	[('FestivalMarvin', 'miscellaneous')]	16_05_22_1031.jpg	[]	[]	[]	['FestivalMarvin']
Late - Night Tweeting Linked To Weaker NBA Performance	[('NBA', 'organization')]	17_06_6814.jpg	[]	[]	['NBA']	[]
Richard Feynman , born on this day in 1918, on the meaning of life	[('Richard Feynman', 'person')]	O_1228.jpg	['Richard Feynman']	[]	[]	[]
# UPDATE : Just in ! Hottest Couple , Louis Tomlinson and Harry Styles spotted at # MetGala	[('Louis Tomlinson', 'person'), ('Harry Styles', 'person'), ('MetGala', 'miscellaneous')]	O_4143.jpg	['Louis Tomlinson', 'Harry Styles']	[]	[]	['MetGala']
Love this quote by Jerry Jones . Applies way beyond business / football	[('Jerry Jones', 'person')]	16_05_01_318.jpg	['Jerry Jones']	[]	[]	[]
A new hot air balloon festival is coming to New England this summer :	[('New England', 'location')]	17_06_11715.jpg	[]	['New England']	[]	[]
After a day proof reading JS reports , the music concert tonight was just what I needed to lift my spirits .	[]	17_06_13244.jpg	[]	[]	[]	[]
On our way to see Ireland v Austria . Oisin ' s first live football match . He ' s excited !	[('Ireland', 'organization'), ('Austria', 'organization'), ('Oisin', 'person')]	17_06_5096.jpg	['Oisin']	[]	['Ireland', 'Austria']	[]
When Wednesday got you feelin ' like . . . . # humpday @ CanBallHockey	[('CanBallHockey', 'organization')]	17_06_1658.jpg	[]	[]	['CanBallHockey']	[]
My fave tennis star in basketball shoes 🤗	[]	16_05_01_303.jpg	[]	[]	[]	[]
80 th Anniversary Of Ada Asafutufiami Festival Launched In Accra	[('Ada Asafutufiami Festival', 'miscellaneous'), ('Accra', 'location')]	17_06_7730.jpg	[]	['Accra']	[]	['Ada Asafutufiami Festival']
When to a concert last night ! # friends # music # fun	[]	16_05_01_86.jpg	[]	[]	[]	[]
NBC ' s The Voice , just announced that Ariana Grande and Christina Aguilera will join forces on stage tomorrow 😱	[('NBC', 'organization'), ('The Voice', 'miscellaneous'), ('Ariana Grande', 'person'), ('Christina Aguilera', 'person')]	O_2324.jpg	['Ariana Grande', 'Christina Aguilera']	[]	['NBC']	['The Voice']
Thanks for today @ darrenholden72 , Martin , Finbarr and Brian . Lovely to see you all ! Good luck with everything !	[('darrenholden72', 'person'), ('Martin', 'person'), ('Finbarr', 'person'), ('Brian', 'person')]	16_05_17_821.jpg	['darrenholden72', 'Martin', 'Finbarr', 'Brian']	[]	[]	[]
Award winning # DavidGogo at the # PenderHarbour Blues Festival .	[('DavidGogo', 'person'), ('PenderHarbour Blues Festival', 'miscellaneous')]	16_05_31_463.jpg	['DavidGogo']	[]	[]	['PenderHarbour Blues Festival']
Donald Glover at the Gucci Cruise 2018 fashion show	[('Donald Glover', 'person'), ('Gucci', 'organization')]	O_1392.jpg	['Donald Glover']	[]	['Gucci']	[]
NBA Finals Game 3 ratings up 22 percent from last year	[('NBA', 'organization')]	17_06_8280.jpg	[]	[]	['NBA']	[]
Blake Shelton sure is popular among the spam email crowds	[('Blake Shelton', 'person')]	O_1999.jpg	['Blake Shelton']	[]	[]	[]
Happy Anniversary to Loretta Lynch and Bill Clinton # SnakesOnPlane # MorningJoe	[('Loretta Lynch', 'person'), ('Bill Clinton', 'person')]	O_2866.jpg	['Loretta Lynch', 'Bill Clinton']	[]	[]	[]
Marco Rubio enlists Ivanka Trump to promote proposal for a new enhanced child tax credit	[('Marco Rubio', 'person'), ('Ivanka Trump', 'person')]	O_3175.jpg	['Marco Rubio', 'Ivanka Trump']	[]	[]	[]
BARACK OBAMA : THE ONLY BLACK PEOPLE YOU HAVE HELPED ARE YOU AND YOUR FAMILY . THE REST OF US ARE WORSE OFF THAN WHEN	[('BARACK OBAMA', 'person')]	O_170.jpg	['BARACK OBAMA']	[]	[]	[]
@ mi55rrm Run your own fantasy sports website including # NFL ! Check out	[('mi55rrm', 'person'), ('NFL', 'organization')]	17_06_9830.jpg	['mi55rrm']	[]	['NFL']	[]
. @ kanjiimbugua Takes The Stage At # TheLockDownConcert	[('kanjiimbugua', 'person'), ('TheLockDownConcert', 'miscellaneous')]	17_06_649.jpg	['kanjiimbugua']	[]	[]	['TheLockDownConcert']
Justin Bieber joined Skrillex at @ XSlasvegas over the weekend	[('Justin Bieber', 'person'), ('Skrillex', 'person'), ('XSlasvegas', 'location')]	O_4803.jpg	['Justin Bieber', 'Skrillex']	['XSlasvegas']	[]	[]
# MLB Milwaukee # Brewers ’ Jimmy Nelson a bright spot in league ’ s worst rotation	[('MLB', 'organization'), ('Milwaukee # Brewers', 'organization'), ('Jimmy Nelson', 'person')]	16_05_30_1053.jpg	['Jimmy Nelson']	[]	['MLB', 'Milwaukee # Brewers']	[]
Premier League free transfers : Terry Chelsea exit official	[('Premier League', 'organization'), ('Terry', 'person'), ('Chelsea', 'organization')]	17_06_7971.jpg	['Terry']	[]	['Premier League', 'Chelsea']	[]
One Of Mexico ’ s Top Soccer Players Has Been Kidnapped	[('Mexico', 'location')]	16_05_29_209.jpg	[]	['Mexico']	[]	[]
Me write before soccer practice . . . so healthy 😋	[]	16_05_04_80.jpg	[]	[]	[]	[]
The first concert I had ever been to was a Morrissey concert . The crowd was moshing so he abandoned us mid set .	[('Morrissey', 'person')]	16_05_22_814.jpg	['Morrissey']	[]	[]	[]
🎤 @ jakebugg concert tixs for Sep 13 at The Wiltern in Los Angeles	[('jakebugg', 'person'), ('The Wiltern', 'location'), ('Los Angeles', 'location')]	16_05_10_893.jpg	['jakebugg']	['The Wiltern', 'Los Angeles']	[]	[]
Michelle Obama looks like a man . . . A oddly attractive man	[('Michelle Obama', 'person')]	O_2009.jpg	['Michelle Obama']	[]	[]	[]
The stunning colours and costumes of the Jidai Matsuri Festival in Kyoto . A	[('Jidai Matsuri Festival', 'miscellaneous'), ('Kyoto', 'location')]	16_05_17_673.jpg	[]	['Kyoto']	[]	['Jidai Matsuri Festival']
10 events that are not to be missed at London Festival of Architecture 2017	[('London Festival of Architecture', 'miscellaneous')]	17_06_15378.jpg	[]	[]	[]	['London Festival of Architecture']
"Emma Thompson has had enough with social media celebrities who "" can ' t act """	[('Emma Thompson', 'person')]	O_4470.jpg	['Emma Thompson']	[]	[]	[]
Mine and @ sherrywagner ' s little baseball player turned FOUR months yesterday ! I love this little boy !	[('sherrywagner', 'person')]	16_05_10_526.jpg	['sherrywagner']	[]	[]	[]
I ' ve just witnessed Wes Morgan lift a premier league title . Football really is bonkers .	[('Wes Morgan', 'person'), ('premier league', 'organization')]	16_05_07_750.jpg	['Wes Morgan']	[]	['premier league']	[]
Nfl sunday ticket adds live streaming to its base package # news # tech # science	[('Nfl', 'organization')]	16_05_01_414.jpg	[]	[]	['Nfl']	[]
Looking at these hot Robert Pattinson GIFs is the best thing you can do for your health :	[('Robert Pattinson', 'person')]	O_3514.jpg	['Robert Pattinson']	[]	[]	[]
Madrid ´ s Royal Theatre ( @ Teatro_Real ) upcoming events ( # concerts , visits . . )	[('Madrid', 'location'), ('Royal Theatre', 'location'), ('Teatro_Real', 'location')]	17_06_11681.jpg	[]	['Madrid', 'Royal Theatre', 'Teatro_Real']	[]	[]
BASEBALL SECTIONAL : Kingsmen hold a 2 - run lead on Northridge after 5 .	[('Kingsmen', 'organization'), ('Northridge', 'organization')]	16_05_28_590.jpg	[]	[]	['Kingsmen', 'Northridge']	[]
Steve Jobs : don ' t start a business unless there ' s ' a wrong that you want to right '	[('Steve Jobs', 'person')]	O_4165.jpg	['Steve Jobs']	[]	[]	[]
@ welshlabour @ cardiffnorth15 the only letter I received this am off David Cameron ! # VoteLabour	[('welshlabour', 'organization'), ('David Cameron', 'person')]	O_4839.jpg	['David Cameron']	[]	['welshlabour']	[]
"Justin Bieber lip syncs to Taylor Swift ' s "" Teardrops on My Guitar """	[('Justin Bieber', 'person'), ('Taylor Swift', 'person'), ('Teardrops on My Guitar', 'miscellaneous')]	O_1146.jpg	['Justin Bieber', 'Taylor Swift']	[]	[]	['Teardrops on My Guitar']
lil b look like he ' s becoming his own lawyer to sue all the rappers that jacked his swag	[('lil b', 'person')]	O_2473.jpg	['lil b']	[]	[]	[]
Report : Al Pacino to play Joe Paterno in HBO movie about Penn State scandal	[('Al Pacino', 'person'), ('Joe Paterno', 'person'), ('HBO', 'organization'), ('Penn State', 'organization')]	O_3570.jpg	['Al Pacino', 'Joe Paterno']	[]	['HBO', 'Penn State']	[]
Photos of Justin Bieber playing some soccer yesterday in France . ( June 24 )	[('Justin Bieber', 'person'), ('France', 'location')]	O_3810.jpg	['Justin Bieber']	['France']	[]	[]
EMMA WATSON IS MOST DEFINITELY THE BEST PERSON ALIVE	[('EMMA WATSON', 'person')]	O_4145.jpg	['EMMA WATSON']	[]	[]	[]
Hear @ Rangers baseball tonight at 7 : 05 on The Zone !	[('Rangers', 'organization'), ('The Zone', 'miscellaneous')]	17_06_1242.jpg	[]	[]	['Rangers']	['The Zone']
Penguins sticking with rookie Murray in Game 6 vs . Capitals # nhl	[('Penguins', 'organization'), ('Murray', 'person'), ('Capitals', 'organization'), ('nhl', 'organization')]	16_05_09_716.jpg	['Murray']	[]	['Penguins', 'Capitals', 'nhl']	[]
To go from this ( 3 ) . . . to this ( 4 ) . . . to this ( 5 ) . . . in the span of 18 months . # pensparade	[]	17_06_10758.jpg	[]	[]	[]	[]
Happy birthday @ danielhowell ! Here is a photo of you gracefully losing at Mario Kart 🎈 🎉	[('danielhowell', 'person'), ('Mario Kart', 'miscellaneous')]	O_340.jpg	['danielhowell']	[]	[]	['Mario Kart']
Harry Potter was saved by a mothers love more than once .	[('Harry Potter', 'person')]	O_4531.jpg	['Harry Potter']	[]	[]	[]
NBATV : . Warriors coach Steve Kerr takes the podium following a Game 4 loss . . . …	[('NBATV', 'organization'), ('Warriors', 'organization'), ('Steve Kerr', 'person')]	16_05_24_652.jpg	['Steve Kerr']	[]	['NBATV', 'Warriors']	[]
if u guys dont know messkena is an grilled cheese obsessed justin bieber fan who is soooo annoying and messy	[('justin bieber', 'person')]	O_4402.jpg	['justin bieber']	[]	[]	[]
# NHLPlayoffs Dylan Larkin unanimous choice as Red Wings rookie of year . . . # RedWings	[('Dylan Larkin', 'person'), ('Red Wings', 'organization'), ('RedWings', 'organization')]	16_05_26_188.jpg	['Dylan Larkin']	[]	['Red Wings', 'RedWings']	[]
"My # TeenChoice nominee for # ChoicePartySong is "" Hair "" by Little Mix feat Sean Paul @ TeenChoiceFOX"	[('Hair', 'miscellaneous'), ('Little Mix', 'person'), ('Sean Paul', 'person')]	O_2275.jpg	['Little Mix', 'Sean Paul']	[]	[]	['Hair']
Well , baseball just got a little more expensive . Oops # wazzuntme	[]	16_05_10_629.jpg	[]	[]	[]	[]
Can someone please shoot a horror movie here ? Or like a Harry Potter spinoff ?	[('Harry Potter', 'miscellaneous')]	O_1903.jpg	[]	[]	[]	['Harry Potter']
Steph not letting up as he adds another 3 ! ! ! # NBAFinal	[('Steph', 'person')]	17_06_2233.jpg	['Steph']	[]	[]	[]
Jennifer Lopez photographed by Michael Thompson , W Magazine August 2000	[('Jennifer Lopez', 'person'), ('Michael Thompson', 'person'), ('W Magazine', 'organization')]	O_1597.jpg	['Jennifer Lopez', 'Michael Thompson']	[]	['W Magazine']	[]
MJ ' s eyes just sparkling ! ! This is what basketball does to man 🏀	[('MJ', 'person')]	16_05_03_237.jpg	['MJ']	[]	[]	[]
im wearing this dress 2 my schools spring concert its so pretty and i love it so much	[]	16_05_04_249.jpg	[]	[]	[]	[]
Melania Trump WITCH SLAPS Michelle Obama In A Rant Tha . . .	[('Melania Trump', 'person'), ('Michelle Obama', 'person')]	O_4317.jpg	['Melania Trump', 'Michelle Obama']	[]	[]	[]
Jim Tomsula : # JarrydHayne ' represented himself well ' in first NFL start # JarrydHayne	[('Jim Tomsula', 'person'), ('JarrydHayne', 'person'), ('NFL', 'organization'), ('JarrydHayne', 'person')]	17_06_15117.jpg	['Jim Tomsula', 'JarrydHayne', 'JarrydHayne']	[]	['NFL']	[]
# gidinigeria Kim Kardashian dazzles in gold as she attends Vogue Festival with Kanye	[('Kim Kardashian', 'person'), ('Vogue Festival', 'miscellaneous'), ('Kanye', 'person')]	16_05_21_1069.jpg	['Kim Kardashian', 'Kanye']	[]	[]	['Vogue Festival']
This what football should be about , as a Baggie fan I will walk with you . , you will never Walk alone	[('Baggie', 'organization')]	16_05_14_927.jpg	[]	[]	['Baggie']	[]
MY MOM IS SO DRUNK AT THE BRUNO MARS CONCERT TONIGHT	[('BRUNO MARS', 'person')]	O_2973.jpg	['BRUNO MARS']	[]	[]	[]
Draymond fires back at Russell Westbrook who said his kick was on purpose 😤	[('Draymond', 'person'), ('Russell Westbrook', 'person')]	O_4916.jpg	['Draymond', 'Russell Westbrook']	[]	[]	[]
K - pop boyband BTS scores own Twitter emoji and ( accidental ) love from Justin Timberlake	[('BTS', 'person'), ('Twitter', 'organization'), ('Justin Timberlake', 'person')]	O_1795.jpg	['BTS', 'Justin Timberlake']	[]	['Twitter']	[]
Wishing a very happy birthday to Adam Smith , born on this day in 1723 !	[('Adam Smith', 'person')]	O_1064.jpg	['Adam Smith']	[]	[]	[]
Starting off our morning playing some football outside . # wearerundle	[]	16_05_03_831.jpg	[]	[]	[]	[]
Steve Carell Gets Served by Emma Stone in Battle of the Sexes Trailer	[('Steve Carell', 'person'), ('Emma Stone', 'person'), ('Battle of the Sexes', 'miscellaneous')]	O_422.jpg	['Steve Carell', 'Emma Stone']	[]	[]	['Battle of the Sexes']
Being the doughy white guy on a professional baseball team # ObsoleteJobSkills	[]	16_05_17_1078.jpg	[]	[]	[]	[]
BREAKING : DONALD TRUMP HAS OFFICIALLY SURPASSED 1237 DELEGATES ! !	[('DONALD TRUMP', 'person')]	O_2039.jpg	['DONALD TRUMP']	[]	[]	[]
I wonder if someone did not get wet at Ravi ' s concert 💧 💧 💧 💧 # REAL1ZE_PROJECT 🌊 🌊 🌊	[('Ravi', 'person')]	17_01_9187.jpg	['Ravi']	[]	[]	[]
Seriously relating to my 13 year old self and Bruno Mars rn x inspirational x	[('Bruno Mars', 'person')]	O_2570.jpg	['Bruno Mars']	[]	[]	[]
Yoongi trying to find new ways to say he walked past nicki minaj and lil wayne	[('Yoongi', 'person'), ('nicki minaj', 'person'), ('lil wayne', 'person')]	O_3263.jpg	['Yoongi', 'nicki minaj', 'lil wayne']	[]	[]	[]
This what happens when I ask my dad to go to a Snoop Dogg concert	[('Snoop Dogg', 'person')]	16_05_11_667.jpg	['Snoop Dogg']	[]	[]	[]
Lady Gaga , Ariana Grande and more speak out in support of Kesha # Kesha	[('Lady Gaga', 'person'), ('Ariana Grande', 'person'), ('Kesha', 'person'), ('Kesha', 'person')]	O_3544.jpg	['Lady Gaga', 'Ariana Grande', 'Kesha', 'Kesha']	[]	[]	[]
Medical examinations governing Navas confirmed that he was suffering from an inflammation of the Achilles tendon .	[('Navas', 'person')]	16_05_31_824.jpg	['Navas']	[]	[]	[]
Girlfriend Come see me Me I ' m at a Beyonce and Jay - Z concert I can ' t Girlfriend I ' m off my period Me	[('Beyonce', 'person'), ('Jay - Z', 'person')]	16_05_22_987.jpg	['Beyonce', 'Jay - Z']	[]	[]	[]
Guys playing soccer . . . ( They r our school soccer team members :) )	[]	16_05_19_141.jpg	[]	[]	[]	[]
emma watson ' s calvin klein dress was made out of recycled plastic bottles and she absolutely killed it # MetGala	[('emma watson', 'person'), ('calvin klein', 'organization'), ('MetGala', 'miscellaneous')]	O_4307.jpg	['emma watson']	[]	['calvin klein']	['MetGala']
With only 2 picks left before the # Spurs , here ' s the top 10 remaining prospects in the draft # NBA # NBADraft	[('Spurs', 'organization'), ('NBA', 'organization')]	17_06_13627.jpg	[]	[]	['Spurs', 'NBA']	[]
Photos : Iggy Azalea wows concert audience with her curves	[('Iggy Azalea', 'person')]	16_05_17_386.jpg	['Iggy Azalea']	[]	[]	[]
BREAKING NEWS : Kevin Durant has signed with the Pittsburgh Penguins !	[('Kevin Durant', 'person'), ('Pittsburgh Penguins', 'organization')]	O_547.jpg	['Kevin Durant']	[]	['Pittsburgh Penguins']	[]
GAME STORY : @ ShipURaiders women ' s basketball extends streak to eight , beats @ ESUWarriors -	[('ShipURaiders', 'organization'), ('ESUWarriors', 'organization')]	17_01_4096.jpg	[]	[]	['ShipURaiders', 'ESUWarriors']	[]
St . Cat ' s earns first baseball victory of season 7 - 4 over St Joe ' s . Jack Letsch throws complete game for the win !	[('St . Cat', 'organization'), ('St Joe', 'organization'), ('Jack Letsch', 'person')]	16_05_05_742.jpg	['Jack Letsch']	[]	['St . Cat', 'St Joe']	[]
Donald Trump ' s son in law is helping Bernie Sanders with the news paper he owns . # HillaryClinton	[('Donald Trump', 'person'), ('Bernie Sanders', 'person'), ('HillaryClinton', 'person')]	O_3954.jpg	['Donald Trump', 'Bernie Sanders', 'HillaryClinton']	[]	[]	[]
Are you guys ready for # concertsonthecreek ? 2 weeks away from summer music in Jackson County .	[('Jackson County', 'location')]	16_05_13_565.jpg	[]	['Jackson County']	[]	[]
Louis C . K . won $ 50,000 for a charity on # Jeopardy ! , and was delightfully awkward :	[('Louis C . K', 'person')]	O_1871.jpg	['Louis C . K']	[]	[]	[]
I don  t think there  s anything on this planet that more trumpets life that the sunflower .	[]	17_06_479.jpg	[]	[]	[]	[]
Congratulations for a successful concert , Queen Mother ! 👑 @ Estrada21Karla # QueenMotherKarlaInConcert	[('Estrada21Karla', 'person')]	16_05_01_596.jpg	['Estrada21Karla']	[]	[]	[]
Golden State Warriors win NBA championship against Cleveland Cavaliers	[('Golden State Warriors', 'organization'), ('NBA', 'organization'), ('Cleveland Cavaliers', 'organization')]	17_06_4452.jpg	[]	[]	['Golden State Warriors', 'NBA', 'Cleveland Cavaliers']	[]
Shadow Puppet at the Livermore Valley Craft Beer Festival . Great event for a good cause .	[('Livermore Valley Craft Beer Festival', 'miscellaneous')]	16_05_15_297.jpg	[]	[]	[]	['Livermore Valley Craft Beer Festival']
@ ClassicDadMoves broke out the umbrella hat for the parade	[('ClassicDadMoves', 'person')]	17_06_10345.jpg	['ClassicDadMoves']	[]	[]	[]
The director of the film festival just made this Facebook post 😩 💙 🙏	[('Facebook', 'organization')]	16_05_15_724.jpg	[]	[]	['Facebook']	[]
Outstanding band concert @ MonaShoresBand @ Jayboyden @ CoachBrownMSB @ MSMSBands you should all be very proud !	[('MonaShoresBand', 'person'), ('Jayboyden', 'person'), ('MSMSBands', 'person')]	16_05_01_803.jpg	['MonaShoresBand', 'Jayboyden', 'MSMSBands']	[]	[]	[]
God damn it . Steve Jobs is alive and well . @ burnie	[('Steve Jobs', 'person'), ('burnie', 'person')]	O_55.jpg	['Steve Jobs', 'burnie']	[]	[]	[]
NBA commissioner Adam Silver has issued a statement on the death of Bryce DeJean - Jones .	[('NBA', 'organization'), ('Adam Silver', 'person'), ('Bryce DeJean - Jones', 'person')]	16_05_28_502.jpg	['Adam Silver', 'Bryce DeJean - Jones']	[]	['NBA']	[]
"Elizabeth Warren : Donald Trump "" built his campaign on racism """	[('Elizabeth Warren', 'person'), ('Donald Trump', 'person')]	O_4752.jpg	['Elizabeth Warren', 'Donald Trump']	[]	[]	[]
I ' m at Brasserie Ardennaise in Durbuy , Luxembourg	[('Brasserie Ardennaise', 'location'), ('Durbuy', 'location'), ('Luxembourg', 'location')]	16_05_17_490.jpg	[]	['Brasserie Ardennaise', 'Durbuy', 'Luxembourg']	[]	[]
Max Scherzer ties MLB record with 20 strikeouts vs . Tigers . . .	[('Max Scherzer', 'person'), ('MLB', 'organization'), ('Tigers', 'organization')]	16_05_11_769.jpg	['Max Scherzer']	[]	['MLB', 'Tigers']	[]
"Donald Trump has warned he may not have a "" very good relationship "" with David Cameron"	[('Donald Trump', 'person'), ('David Cameron', 'person')]	O_400.jpg	['Donald Trump', 'David Cameron']	[]	[]	[]
# Fashion # Style JESSICA ALBA Original Hand Signed Autographed 8 X10 # Photo w / …	[('JESSICA ALBA', 'person')]	O_3416.jpg	['JESSICA ALBA']	[]	[]	[]
@ MLB Best leadoff hitter in @ MLB ? @ ARizzo44 is making a strong case .	[('MLB', 'organization'), ('MLB', 'organization'), ('ARizzo44', 'person')]	17_06_16136.jpg	['ARizzo44']	[]	['MLB', 'MLB']	[]
one of the reasons why i love going to concerts 😅	[]	17_06_10686.jpg	[]	[]	[]	[]
Donald Trump wants to spend $ 3 trillion ( yes , with a T ) on tax cuts for people like him .	[('Donald Trump', 'person')]	O_1195.jpg	['Donald Trump']	[]	[]	[]
Brazilian soccer legend @ Ronaldo is making his presence known at the poker table	[('Brazilian', 'location'), ('Ronaldo', 'person')]	16_05_01_564.jpg	['Ronaldo']	['Brazilian']	[]	[]
Pre Concert meal and banquet for the Ripley Choir , Concert starts at 7 : 30 # singloud	[('Ripley', 'organization')]	16_05_05_637.jpg	[]	[]	['Ripley']	[]
well done to my boy on his first football tournament 🏆 🏆 🏆	[]	17_06_5882.jpg	[]	[]	[]	[]
In bed crying a lil bit because you guys are actually adorable . This touches my heart . ( happy tears ) love ya	[]	O_1641.jpg	[]	[]	[]	[]
Lol my lil bro and cousin definitely wilding at Nimitz 😂 😂 😂 😂	[]	O_662.jpg	[]	[]	[]	[]
Warriors advance to the NBA Finals for the second straight year ! Thunder led series 3 - 1 👀 🔥 # NotGoingHome	[('Warriors', 'organization'), ('NBA', 'organization'), ('Thunder', 'organization')]	16_05_30_726.jpg	[]	[]	['Warriors', 'NBA', 'Thunder']	[]
Ahhh I see . Callahan was just trying to get a piggy back ride . Now I understand why he didn ' t get suspended # NHLDoPS	[('Callahan', 'person')]	16_05_14_571.jpg	['Callahan']	[]	[]	[]
. @ ErvinSantana_54 takes the mound in the series opener vs Oakland . # SMELLBASEBALL # MNTwins	[('ErvinSantana_54', 'person'), ('Oakland', 'organization'), ('MNTwins', 'organization')]	16_05_30_261.jpg	['ErvinSantana_54']	[]	['Oakland', 'MNTwins']	[]
im not saying that chanbaek are being obvious but what im saying is chanbaek are being obvious	[]	17_06_8045.jpg	[]	[]	[]	[]
Kevin Durant going to the warriors is the same as Lebron going to the Heat	[('Kevin Durant', 'person'), ('warriors', 'organization'), ('Lebron', 'person'), ('Heat', 'organization')]	O_1717.jpg	['Kevin Durant', 'Lebron']	[]	['warriors', 'Heat']	[]
# MLB # Baseball MLB 2010 World Series San Francisco # Giants DVD New in …	[('MLB', 'organization'), ('MLB', 'organization'), ('San Francisco', 'organization'), ('Giants', 'organization')]	16_05_01_606.jpg	[]	[]	['MLB', 'MLB', 'San Francisco', 'Giants']	[]
Artists Show Support for Ariana Grande ' s Manchester Benefit Concert on Twitter -	[('Ariana Grande', 'person'), ('Manchester Benefit', 'miscellaneous'), ('Twitter', 'organization')]	17_06_6848.jpg	['Ariana Grande']	[]	['Twitter']	['Manchester Benefit']
New post ( CRSSD Festival Announces 2017 Fall Lineup ) has been published on Dubstep Smash -	[('CRSSD Festival', 'miscellaneous'), ('Dubstep Smash', 'person')]	17_06_7394.jpg	['Dubstep Smash']	[]	[]	['CRSSD Festival']
